time,EMG1,EMG2
12.994,0.160828,-0.286865
12.9945,0.140686,-0.210266
12.995,0.122375,-0.132446
12.9955,0.105286,-0.18158
12.996,0.0924683,-0.258789
12.9965,0.0680542,-0.228882
12.997,0.0717163,-0.0698853
12.9975,0.0646973,0.0653076
12.998,0.0527954,0.123291
12.9985,0.0500488,0.190735
12.999,0.039978,0.272217
12.9995,0.0228882,0.310059
13.0,-0.00213623,0.280151
13.0005,-0.0238037,0.217285
13.001,-0.0445557,0.189514
13.0015,-0.0463867,0.200195
13.002,-0.050354,0.197754
13.0025,-0.0524902,0.172424
13.003,-0.045166,0.100403
13.0035,-0.0448608,-0.0744629
13.004,-0.0396729,-0.429077
13.0045,-0.0357056,-0.699158
13.005,-0.0408936,-0.499573
13.0055,-0.137024,-0.372925
13.006,-0.10498,-0.235596
13.0065,-0.0708008,-0.13031
13.007,-0.0466919,-0.0305176
13.0075,-0.0326538,0.038147
13.008,-0.0476074,0.0866699
13.0085,-0.0701904,0.121765
13.009,-0.0576782,0.117798
13.0095,-0.090332,0.0738525
13.01,-0.104065,0.0570679
13.0105,-0.0784302,0.0430298
13.011,-0.0759888,-0.0827026
13.0115,-0.062561,-0.229492
13.012,-0.0842285,-0.113831
13.0125,-0.0836182,0.0305176
13.013,-0.104675,0.151672
13.0135,-0.0631714,0.222168
13.014,-0.038147,0.288696
13.0145,-0.0509644,0.320129
13.015,-0.038147,0.422974
13.0155,-0.0576782,0.437012
13.016,-0.0411987,0.270996
13.0165,-0.0439453,0.446777
13.017,-0.0473022,0.802917
13.0175,-0.0378418,0.751343
13.018,-0.0393677,0.400085
13.0185,-0.057373,0.305481
13.019,-0.0787354,0.177002
13.0195,-0.0997925,-0.0897217
13.02,-0.107117,-0.376892
13.0205,-0.117188,-0.542603
13.021,-0.109558,-0.858154
13.0215,-0.108337,-0.928345
13.022,-0.118713,-1.00189
13.0225,-0.130615,-1.17584
13.023,-0.135803,-0.863647
13.0235,-0.120239,-0.423279
13.024,-0.118408,-0.119934
13.0245,-0.117188,0.0430298
13.025,-0.0927734,0.153198
13.0255,-0.0683594,0.198669
13.026,-0.039978,0.218201
13.0265,0.00518799,0.158386
13.027,0.0387573,-0.017395
13.0275,0.0585938,-0.127258
13.028,0.0628662,-0.127563
13.0285,0.0616455,-0.0805664
13.029,0.0531006,0.00457764
13.0295,0.0411987,0.0839233
13.03,0.0463867,0.122986
13.0305,0.0720215,0.132141
13.031,0.0863647,0.123901
13.0315,0.0924683,0.108643
13.032,0.0857544,0.109558
13.0325,0.0769043,0.114746
13.033,0.0750732,0.119934
13.0335,0.0756836,0.115662
13.034,0.0759888,0.111694
13.0345,0.0643921,0.128784
13.035,0.0518799,0.142517
13.0355,0.0448608,0.15564
13.036,0.0302124,0.169373
13.0365,0.0170898,0.168762
13.037,0.00305176,0.157471
13.0375,-0.0192261,0.144043
13.038,-0.0369263,0.133057
13.0385,-0.0549316,0.129089
13.039,-0.0756836,0.125732
13.0395,-0.0942993,0.101929
13.04,-0.105286,0.0744629
13.0405,-0.108643,0.0531006
13.041,-0.0967407,0.0421143
13.0415,-0.0924683,0.0311279
13.042,-0.0814819,0.00335693
13.0425,-0.0680542,0.0262451
13.043,-0.0460815,0.102539
13.0435,-0.0234985,0.138855
13.044,-0.00366211,0.216675
13.0445,0.0186157,0.285339
13.045,0.0283813,0.259705
13.0455,0.0341797,0.218811
13.046,0.0286865,0.224609
13.0465,0.0134277,0.210266
13.047,0.00976563,0.151978
13.0475,0.00274658,0.0906372
13.048,-0.00915527,-0.0930786
13.0485,-0.0228882,-0.544739
13.049,-0.0341797,-0.781555
13.0495,-0.0436401,-0.865479
13.05,-0.0396729,-0.905151
13.0505,-0.0311279,-0.848999
13.051,-0.0146484,-0.668945
13.0515,0.00701904,-0.325623
13.052,0.0286865,0.00366211
13.0525,0.0564575,0.157471
13.053,0.0823975,0.163879
13.0535,0.104065,0.141907
13.054,0.133972,0.151062
13.0545,0.157166,0.19928
13.055,0.175171,0.25116
13.0555,0.187378,0.272217
13.056,0.184021,0.205688
13.0565,0.183105,-0.0369263
13.057,0.181885,-0.0897217
13.0575,0.173645,0.088501
13.058,0.157776,0.221558
13.0585,0.142822,0.2771
13.059,0.137939,0.278015
13.0595,0.130615,0.230713
13.06,0.124817,0.0894165
13.0605,0.118103,-0.161743
13.061,0.115967,-0.345459
13.0615,0.116882,-0.243225
13.062,0.122375,-0.0717163
13.0625,0.130005,-0.0357056
13.063,0.126038,-0.0485229
13.0635,0.116577,0.0448608
13.064,0.106812,0.171814
13.0645,0.0888062,0.205078
13.065,0.0717163,0.126038
13.0655,0.050354,-0.107422
13.066,0.0268555,-0.246277
13.0665,0.00152588,0.088501
13.067,-0.0186157,0.313416
13.0675,-0.038147,0.331726
13.068,-0.0518799,0.083313
13.0685,-0.0546265,-0.17395
13.069,-0.0576782,-0.146179
13.0695,-0.0619507,-0.00518799
13.07,-0.0604248,0.117493
13.0705,-0.0616455,0.177612
13.071,-0.0650024,0.160828
13.0715,-0.0622559,-0.0119019
13.072,-0.0634766,-0.109253
13.0725,-0.0668335,0.0320435
13.073,-0.0732422,0.00396729
13.0735,-0.0726318,-0.0524902
13.074,-0.0701904,-0.03479
13.0745,-0.0640869,-0.153198
13.075,-0.055542,-0.226135
13.0755,-0.0500488,-0.206604
13.076,-0.050354,-0.143433
13.0765,-0.0439453,-0.14801
13.077,-0.03479,-0.170593
13.0775,-0.0286865,-0.192566
13.078,-0.0289917,-0.140991
13.0785,-0.0308228,-0.0921631
13.079,-0.0375366,-0.0418091
13.0795,-0.0439453,-0.00152588
13.08,-0.055542,0.0317383
13.0805,-0.057373,0.0485229
13.081,-0.0628662,0.0646973
13.0815,-0.0622559,0.0772095
13.082,-0.0656128,0.0848389
13.0825,-0.0698853,0.0854492
13.083,-0.0701904,0.088501
13.0835,-0.0720215,0.105286
13.084,-0.0769043,0.136414
13.0845,-0.0790405,0.154724
13.085,-0.0747681,0.163879
13.0855,-0.0689697,0.173645
13.086,-0.0650024,0.196228
13.0865,-0.0671387,0.241699
13.087,-0.0628662,0.313416
13.0875,-0.0646973,0.359192
13.088,-0.0646973,0.357971
13.0885,-0.0640869,0.328674
13.089,-0.0720215,0.255737
13.0895,-0.0823975,0.149536
13.09,-0.0854492,0.0735474
13.0905,-0.0845337,0.0540161
13.091,-0.0845337,0.0909424
13.0915,-0.0814819,0.0869751
13.092,-0.0726318,-0.093689
13.0925,-0.0656128,-0.721436
13.093,-0.0598145,-1.29395
13.0935,-0.0552368,-1.026
13.094,-0.0552368,-0.578003
13.0945,-0.0598145,-0.409546
13.095,-0.0576782,-0.315552
13.0955,-0.0543213,-0.214233
13.096,-0.0515747,-0.117493
13.0965,-0.0512695,-0.0344849
13.097,-0.032959,0.027771
13.0975,-0.0180054,0.0454712
13.098,-0.00427246,0.0808716
13.0985,0.0119019,0.136108
13.099,0.0219727,0.161438
13.0995,0.0262451,0.157776
13.1,0.0259399,0.117798
13.1005,0.022583,0.0979614
13.101,0.0152588,0.189209
13.1015,0.0164795,0.281067
13.102,0.0137329,0.274353
13.1025,0.0131226,0.188599
13.103,0.0149536,0.00793457
13.1035,0.0213623,0.0250244
13.104,0.0268555,0.193787
13.1045,0.0344849,0.182495
13.105,0.0415039,0.0698853
13.1055,0.0357056,0.012207
13.106,0.0378418,0.015564
13.1065,0.0402832,-0.00396729
13.107,0.0482178,-0.0469971
13.1075,0.0497437,-0.0595093
13.108,0.0479126,0.015564
13.1085,0.0512695,0.116882
13.109,0.0543213,0.170288
13.1095,0.0521851,0.162354
13.11,0.0491333,0.0637817
13.1105,0.0390625,-0.134583
13.111,0.0323486,-0.201721
13.1115,0.0250244,-0.258179
13.112,0.0177002,-0.211487
13.1125,0.00976563,-0.0796509
13.113,-0.00366211,-0.0460815
13.1135,-0.0164795,-0.0567627
13.114,-0.00732422,-0.0222778
13.1145,-0.0088501,0.0164795
13.115,-0.0088501,0.0762939
13.1155,-0.00518799,0.160828
13.116,-0.0088501,0.196228
13.1165,-0.0143433,0.219421
13.117,-0.0216675,0.252991
13.1175,-0.022583,0.24231
13.118,-0.0216675,0.230408
13.1185,-0.0219727,0.221252
13.119,-0.017395,0.155029
13.1195,-0.0222778,0.0592041
13.12,-0.0192261,-0.0189209
13.1205,-0.0158691,-0.0967407
13.121,-0.0158691,-0.155334
13.1215,-0.00823975,-0.313416
13.122,-0.00488281,-0.518494
13.1225,-0.00305176,-0.352478
13.123,0.000915527,-0.112305
13.1235,-0.00152588,0.0338745
13.124,-0.00427246,0.0979614
13.1245,-0.00518799,0.201721
13.125,-0.000915527,0.115356
13.1255,0.00366211,-0.283813
13.126,0.0119019,-0.493469
13.1265,0.015564,-0.352478
13.127,0.020752,-0.229187
13.1275,0.0238037,-0.137939
13.128,0.0286865,-0.0640869
13.1285,0.0354004,0.00244141
13.129,0.0378418,0.0692749
13.1295,0.0378418,0.124817
13.13,0.0335693,0.119324
13.1305,0.0479126,0.0814819
13.131,0.0546265,0.0750732
13.1315,0.0582886,0.0680542
13.132,0.0622559,0.0769043
13.1325,0.0640869,0.135498
13.133,0.0637817,0.180359
13.1335,0.0634766,0.200195
13.134,0.0601196,0.263672
13.1345,0.0561523,0.335999
13.135,0.057373,0.340881
13.1355,0.0634766,0.265503
13.136,0.0668335,0.0549316
13.1365,0.0759888,-0.0622559
13.137,0.0842285,0.00823975
13.1375,0.0930786,0.103149
13.138,0.0985718,-0.0643921
13.1385,0.10498,-0.280762
13.139,0.102844,-0.393677
13.1395,0.103455,-0.322571
13.14,0.102539,-0.146484
13.1405,0.0982666,-0.0701904
13.141,0.0930786,-0.0924683
13.1415,0.0854492,-0.012207
13.142,0.072937,0.039978
13.1425,0.0585938,-0.119324
13.143,0.0421143,-0.205078
13.1435,0.0238037,-0.159912
13.144,0.00396729,-0.0549316
13.1445,-0.0158691,0.0256348
13.145,-0.0326538,0.0933838
13.1455,-0.0494385,0.186157
13.146,-0.0631714,0.284424
13.1465,-0.0744629,0.352478
13.147,-0.0714111,0.331421
13.1475,-0.0726318,0.289307
13.148,-0.0698853,0.250549
13.1485,-0.0671387,0.134583
13.149,-0.0643921,0.0152588
13.1495,-0.06073,-0.0286865
13.15,-0.057373,-0.105896
13.1505,-0.0567627,-0.241394
13.151,-0.0552368,-0.45929
13.1515,-0.0512695,-0.611877
13.152,-0.0436401,-0.718079
13.1525,-0.0436401,-0.414429
13.153,-0.0411987,-0.0985718
13.1535,-0.0375366,-0.104675
13.154,-0.0338745,-0.152893
13.1545,-0.0289917,-0.0115967
13.155,-0.0259399,0.0756836
13.1555,-0.022583,0.0671387
13.156,-0.0222778,0.0875854
13.1565,-0.015564,0.107117
13.157,-0.0112915,0.126343
13.1575,-0.00762939,0.158691
13.158,-0.00305176,0.176392
13.1585,-0.00305176,0.166931
13.159,-0.0012207,0.171204
13.1595,0.00305176,0.194397
13.16,0.00457764,0.202942
13.1605,0.00213623,0.2005
13.161,-0.00213623,0.193787
13.1615,-0.00732422,0.198975
13.162,-0.0134277,0.20813
13.1625,-0.017395,0.213623
13.163,-0.0219727,0.180664
13.1635,-0.0265503,-0.0354004
13.164,-0.015564,-0.267029
13.1645,-0.00976563,-0.373535
13.165,-0.00915527,-0.186157
13.1655,-0.010376,0.0341797
13.166,-0.0158691,-0.0213623
13.1665,-0.020752,-0.177917
13.167,-0.0292969,-0.204468
13.1675,-0.0375366,-0.100708
13.168,-0.0460815,-0.0137329
13.1685,-0.0497437,0.00976563
13.169,-0.0527954,0.0115967
13.1695,-0.0524902,0.0305176
13.17,-0.0527954,0.0701904
13.1705,-0.0500488,0.126953
13.171,-0.050354,0.229797
13.1715,-0.0457764,0.255432
13.172,-0.0466919,0.258484
13.1725,-0.0460815,0.255432
13.173,-0.050354,0.244446
13.1735,-0.0509644,0.218811
13.174,-0.0485229,0.205383
13.1745,-0.0427246,0.205688
13.175,-0.0354004,0.192871
13.1755,-0.0280762,0.0515747
13.176,-0.00823975,-0.553894
13.1765,0.0012207,-1.18378
13.177,0.0161743,-1.06537
13.1775,0.0256348,-0.582275
13.178,0.027771,-0.244446
13.1785,0.0369263,-0.122375
13.179,0.0350952,-0.0296021
13.1795,0.0427246,0.0985718
13.18,0.0442505,0.192261
13.1805,0.0601196,0.185242
13.181,0.0808716,0.0750732
13.1815,0.0888062,0.020752
13.182,0.0790405,0.0521851
13.1825,0.0637817,0.154724
13.183,0.0640869,0.19989
13.1835,0.0460815,0.187683
13.184,0.0192261,0.161438
13.1845,-0.0119019,0.110168
13.185,-0.038147,0.0552368
13.1855,-0.062561,-0.0231934
13.186,-0.0549316,-0.0982666
13.1865,-0.065918,-0.109558
13.187,-0.0891113,-0.105591
13.1875,-0.0970459,-0.0604248
13.188,-0.113525,0.00610352
13.1885,-0.119019,0.0646973
13.189,-0.132751,0.0891113
13.1895,-0.137634,0.0982666
13.19,-0.137024,0.111694
13.1905,-0.131531,0.108032
13.191,-0.126953,0.0924683
13.1915,-0.115356,0.0811768
13.192,-0.108948,0.0769043
13.1925,-0.10498,0.0799561
13.193,-0.0897217,0.0735474
13.1935,-0.0820923,0.0619507
13.194,-0.0869751,0.0396729
13.1945,-0.083313,0.0213623
13.195,-0.0772095,0.00732422
13.1955,-0.0640869,-0.00152588
13.196,-0.0500488,-0.0576782
13.1965,-0.0387573,-0.108643
13.197,-0.0149536,-0.0857544
13.1975,0.0167847,-0.0167847
13.198,0.0424194,0.020752
13.1985,0.0662231,0.0167847
13.199,0.0854492,0.0216675
13.1995,0.102844,0.06073
13.2,0.116272,0.0656128
13.2005,0.122986,0.0665283
13.201,0.122375,0.123901
13.2015,0.120239,0.117493
13.202,0.125732,0.160522
13.2025,0.129089,0.199585
13.203,0.131531,0.101318
13.2035,0.134583,-0.0210571
13.204,0.142212,-0.141602
13.2045,0.145264,-0.0314331
13.205,0.151062,0.322266
13.2055,0.148315,0.513611
13.206,0.146484,0.592346
13.2065,0.144958,0.436707
13.207,0.142517,-0.0280762
13.2075,0.133667,-0.440979
13.208,0.126343,-0.524292
13.2085,0.122375,-0.547485
13.209,0.121155,-0.582886
13.2095,0.123901,-0.59082
13.21,0.120239,-0.461426
13.2105,0.113525,-0.313416
13.211,0.108032,-0.205688
13.2115,0.100403,-0.143127
13.212,0.0891113,-0.246887
13.2125,0.0769043,-0.302429
13.213,0.062561,-0.185547
13.2135,0.0521851,-0.135193
13.214,0.0476074,-0.126343
13.2145,0.0463867,-0.00396729
13.215,0.0439453,0.0436401
13.2155,0.0436401,-0.0357056
13.216,0.0411987,-0.0668335
13.2165,0.0314331,0.125122
13.217,0.0268555,0.365295
13.2175,0.0222778,0.439148
13.218,0.0170898,0.31311
13.2185,0.010376,0.204468
13.219,0.00457764,0.154114
13.2195,0.00213623,0.160828
13.22,0.00518799,0.173645
13.2205,-0.0012207,0.100403
13.221,-0.00335693,-0.307312
13.2215,-0.00518799,-0.551453
13.222,-0.0152588,-0.701599
13.2225,-0.0244141,-0.544739
13.223,-0.0396729,0.0598145
13.2235,-0.0473022,0.400391
13.224,-0.0460815,0.243225
13.2245,-0.0491333,-0.00274658
13.225,-0.06073,0.0219727
13.2255,-0.0598145,0.111389
13.226,-0.0680542,0.17334
13.2265,-0.0726318,0.184631
13.227,-0.0787354,0.175171
13.2275,-0.0891113,0.157166
13.228,-0.0881958,0.137024
13.2285,-0.093689,0.11322
13.229,-0.09552,0.111694
13.2295,-0.0915527,0.175781
13.23,-0.093689,0.231323
13.2305,-0.0775146,0.173035
13.231,-0.062561,0.113525
13.2315,-0.0509644,0.0613403
13.232,-0.0439453,0.00335693
13.2325,-0.0366211,0.0244141
13.233,-0.0265503,0.072937
13.2335,-0.0216675,0.100708
13.234,-0.0189209,0.100098
13.2345,-0.0137329,0.0915527
13.235,-0.0170898,0.0869751
13.2355,-0.0189209,0.0997925
13.236,-0.0213623,0.109558
13.2365,-0.0256348,0.110474
13.237,-0.0299072,0.106506
13.2375,-0.0411987,0.0839233
13.238,-0.0457764,0.0454712
13.2385,-0.0497437,-0.0158691
13.239,-0.0561523,-0.123596
13.2395,-0.0561523,-0.209961
13.24,-0.0552368,-0.245056
13.2405,-0.0552368,-0.273438
13.241,-0.0494385,-0.307007
13.2415,-0.0482178,-0.317078
13.242,-0.0421143,-0.288391
13.2425,-0.0354004,-0.216064
13.243,-0.0265503,-0.115967
13.2435,-0.0259399,-0.0769043
13.244,-0.0228882,-0.0323486
13.2445,-0.0183105,0.017395
13.245,-0.0167847,0.0518799
13.2455,-0.0204468,0.0613403
13.246,-0.0286865,0.0570679
13.2465,-0.0338745,0.0491333
13.247,-0.0387573,0.043335
13.2475,-0.0411987,0.0366211
13.248,-0.0369263,0.0357056
13.2485,-0.0369263,0.03479
13.249,-0.0372314,0.0360107
13.2495,-0.0323486,0.0384521
13.25,-0.0265503,0.0375366
13.2505,-0.0247192,0.0308228
13.251,-0.0125122,0.0265503
13.2515,-0.00579834,0.0265503
13.252,0.00335693,0.0283813
13.2525,0.00732422,0.0274658
13.253,0.0149536,0.0256348
13.2535,0.0210571,0.0204468
13.254,0.0250244,0.00366211
13.2545,0.0280762,-0.0134277
13.255,0.0296021,-0.0213623
13.2555,0.0216675,-0.0238037
13.256,0.0140381,-0.0180054
13.2565,0.0180054,-0.017395
13.257,0.0164795,-0.0350952
13.2575,0.0115967,-0.0485229
13.258,0.0143433,-0.0363159
13.2585,0.00793457,-0.0152588
13.259,0.0012207,0.000915527
13.2595,-0.0106812,0.0125122
13.26,-0.0170898,0.0592041
13.2605,-0.0289917,0.155945
13.261,-0.0393677,0.153198
13.2615,-0.0469971,0.0405884
13.262,-0.0579834,0.00152588
13.2625,-0.0665283,0.00213623
13.263,-0.0692749,-0.015564
13.2635,-0.0726318,0.0775146
13.264,-0.06073,0.154724
13.2645,-0.0531006,0.25238
13.265,-0.0439453,0.308533
13.2655,-0.0372314,0.321655
13.266,-0.0302124,0.369568
13.2665,-0.0228882,0.368652
13.267,-0.0146484,0.343628
13.2675,-0.010376,0.313416
13.268,0.00213623,0.209656
13.2685,0.0137329,0.055542
13.269,0.0228882,-0.100403
13.2695,0.0332642,-0.297546
13.27,0.0445557,-0.507507
13.2705,0.0546265,-0.747375
13.271,0.0646973,-0.972595
13.2715,0.0692749,-0.762939
13.272,0.0680542,-0.437012
13.2725,0.067749,-0.20813
13.273,0.0653076,0.022583
13.2735,0.065918,0.123596
13.274,0.0643921,-0.0280762
13.2745,0.0656128,-0.413208
13.275,0.0683594,-0.59021
13.2755,0.0653076,-0.484924
13.276,0.0637817,-0.344849
13.2765,0.0604248,-0.238953
13.277,0.057373,-0.128174
13.2775,0.0561523,0.0805664
13.278,0.0552368,0.242004
13.2785,0.0491333,0.315247
13.279,0.0466919,0.297546
13.2795,0.0402832,0.319519
13.28,0.0280762,0.426025
13.2805,0.0350952,0.502625
13.281,0.0299072,0.515442
13.2815,0.0286865,0.452576
13.282,0.0244141,0.228882
13.2825,0.0177002,-0.0222778
13.283,0.0115967,0.105286
13.2835,0.0112915,0.202637
13.284,0.00335693,0.18219
13.2845,0.00213623,-0.0610352
13.285,-0.000610352,-0.290527
13.2855,-0.0100708,-0.318909
13.286,-0.0115967,-0.408325
13.2865,-0.0167847,-0.451965
13.287,-0.0137329,-0.3125
13.2875,-0.0137329,-0.117493
13.288,-0.017395,0.020752
13.2885,-0.0158691,0.106812
13.289,-0.0216675,0.139771
13.2895,-0.0265503,0.150452
13.29,-0.0234985,0.15686
13.2905,-0.0210571,0.141296
13.291,-0.0201416,0.128784
13.2915,-0.015564,0.122681
13.292,-0.012207,0.121155
13.2925,-0.0012207,0.0930786
13.293,0.00427246,0.0527954
13.2935,0.0137329,0.0476074
13.294,0.0177002,-0.0183105
13.2945,0.0143433,-0.0732422
13.295,0.0323486,0.0222778
13.2955,0.03479,0.0744629
13.296,0.0320435,0.000610352
13.2965,0.0418091,-0.0100708
13.297,0.0524902,0.0134277
13.2975,0.0726318,-0.00183105
13.298,0.0787354,-0.0210571
13.2985,0.0869751,-0.0698853
13.299,0.0921631,-0.142822
13.2995,0.0888062,-0.133972
13.3,0.0872803,-0.0442505
13.3005,0.0805664,0.0241089
13.301,0.0671387,0.0445557
13.3015,0.0610352,0.0509644
13.302,0.055542,0.0616455
13.3025,0.0509644,0.126038
13.303,0.0411987,0.178223
13.3035,0.0396729,0.159302
13.304,0.0360107,0.135803
13.3045,0.0292969,0.116577
13.305,0.0244141,0.0958252
13.3055,0.0115967,0.0799561
13.306,0.00488281,0.0787354
13.3065,0.0012207,0.0909424
13.307,-0.00335693,0.0814819
13.3075,-0.00915527,0.0387573
13.308,-0.0100708,-0.0375366
13.3085,-0.0177002,-0.0558472
13.309,-0.00823975,0.0170898
13.3095,-0.00762939,0.09552
13.31,-0.00793457,0.161743
13.3105,-0.00732422,0.202026
13.311,-0.012207,0.203552
13.3115,-0.0177002,0.177307
13.312,-0.0125122,0.0665283
13.3125,-0.0128174,-0.218506
13.313,-0.017395,-0.325928
13.3135,-0.0195313,-0.30365
13.314,-0.0161743,-0.428162
13.3145,-0.0195313,-0.484314
13.315,-0.0241089,-0.38208
13.3155,-0.0314331,-0.300293
13.316,-0.0405884,-0.249939
13.3165,-0.0512695,-0.260315
13.317,-0.0631714,-0.257874
13.3175,-0.0747681,-0.230408
13.318,-0.0814819,-0.199585
13.3185,-0.0878906,-0.136719
13.319,-0.0933838,-0.0372314
13.3195,-0.0970459,0.0357056
13.32,-0.101013,0.0769043
13.3205,-0.100708,0.0836182
13.321,-0.0985718,0.088501
13.3215,-0.0982666,0.100708
13.322,-0.0994873,0.115051
13.3225,-0.10437,0.132751
13.323,-0.10498,0.216064
13.3235,-0.10437,0.26886
13.324,-0.102539,0.255432
13.3245,-0.103149,0.221863
13.325,-0.101013,0.168762
13.3255,-0.0994873,0.0866699
13.326,-0.0994873,0.098877
13.3265,-0.0970459,0.2005
13.327,-0.0875854,0.315247
13.3275,-0.0805664,0.39978
13.328,-0.0759888,0.397339
13.3285,-0.0692749,0.310974
13.329,-0.065918,0.195618
13.3295,-0.0537109,0.0985718
13.33,-0.0619507,0.102844
13.3305,-0.0387573,0.104675
13.331,-0.0213623,0.012207
13.3315,-0.0109863,0.00732422
13.332,0.00854492,0.0915527
13.3325,0.0112915,0.198669
13.333,0.0152588,0.200806
13.3335,0.0195313,0.0720215
13.334,0.0192261,-0.128784
13.3345,0.0256348,-0.366211
13.335,0.0302124,-0.747986
13.3355,0.0357056,-0.839844
13.336,0.0384521,-0.701904
13.3365,0.0341797,-0.781555
13.337,0.0338745,-0.736694
13.3375,0.0387573,-0.534973
13.338,0.0445557,-0.488586
13.3385,0.0537109,-0.510864
13.339,0.0515747,-0.365906
13.3395,0.0521851,-0.147705
13.34,0.0549316,-0.020752
13.3405,0.0604248,0.0268555
13.341,0.0668335,0.0411987
13.3415,0.0708008,0.0265503
13.342,0.0741577,0.151672
13.3425,0.0744629,0.424194
13.343,0.0808716,0.567322
13.3435,0.0741577,0.432129
13.344,0.0784302,0.313416
13.3445,0.0735474,0.272217
13.345,0.0643921,0.254517
13.3455,0.0564575,0.244751
13.346,0.0411987,0.247803
13.3465,0.0262451,0.307922
13.347,0.00976563,0.335999
13.3475,0.00579834,0.299072
13.348,-0.00335693,0.250244
13.3485,-0.0106812,0.214539
13.349,-0.0201416,0.166931
13.3495,-0.032959,0.09552
13.35,-0.0473022,0.0326538
13.3505,-0.0604248,0.00732422
13.351,-0.0708008,-0.010376
13.3515,-0.0817871,-0.0161743
13.352,-0.0900269,-0.0354004
13.3525,-0.0952148,-0.0622559
13.353,-0.0982666,-0.0375366
13.3535,-0.100403,-0.0149536
13.354,-0.0961304,-0.0164795
13.3545,-0.090332,-0.0405884
13.355,-0.0842285,-0.0476074
13.3555,-0.0857544,-0.0454712
13.356,-0.0772095,-0.0442505
13.3565,-0.0695801,-0.00244141
13.357,-0.0592041,0.0866699
13.3575,-0.0427246,0.140076
13.358,-0.0305176,0.143127
13.3585,-0.012207,0.149841
13.359,0.00732422,0.152283
13.3595,0.0222778,0.148315
13.36,0.0457764,0.169983
13.3605,0.0567627,0.149231
13.361,0.067749,0.0823975
13.3615,0.0839233,-0.0012207
13.362,0.0930786,-0.19989
13.3625,0.103455,-0.58197
13.363,0.113525,-0.74646
13.3635,0.120544,-0.623169
13.364,0.136414,-0.526733
13.3645,0.140076,-0.457458
13.365,0.144653,-0.328674
13.3655,0.149841,-0.206299
13.366,0.14679,-0.045166
13.3665,0.13855,0.0970459
13.367,0.124512,0.187683
13.3675,0.114441,0.20813
13.368,0.107117,0.184326
13.3685,0.098877,0.161438
13.369,0.0933838,0.167542
13.3695,0.0881958,0.176086
13.37,0.0839233,0.203247
13.3705,0.0808716,0.194092
13.371,0.0765991,0.032959
13.3715,0.0698853,-0.236511
13.372,0.0604248,-0.393677
13.3725,0.0518799,-0.307617
13.373,0.0476074,-0.148621
13.3735,0.0366211,-0.0430298
13.374,0.0299072,0.0289917
13.3745,0.022583,0.0640869
13.375,0.0134277,0.0805664
13.3755,0.00762939,0.100098
13.376,0.00274658,0.115967
13.3765,0.000305176,0.119019
13.377,-0.0146484,0.115662
13.3775,-0.0222778,0.110474
13.378,-0.0222778,0.101929
13.3785,-0.0296021,0.111694
13.379,-0.0289917,0.137939
13.3795,-0.0332642,0.166626
13.38,-0.0439453,0.185852
13.3805,-0.0384521,0.177002
13.381,-0.0317383,0.13031
13.3815,-0.0302124,0.0686646
13.382,-0.0296021,-0.00732422
13.3825,-0.0292969,-0.0369263
13.383,-0.0326538,-0.00488281
13.3835,-0.0363159,-0.0201416
13.384,-0.0448608,-0.114136
13.3845,-0.0531006,-0.259094
13.385,-0.0518799,-0.216675
13.3855,-0.0561523,-0.0454712
13.386,-0.0628662,0.0698853
13.3865,-0.065918,0.0564575
13.387,-0.071106,0.0827026
13.3875,-0.0784302,0.23468
13.388,-0.0836182,0.216064
13.3885,-0.0891113,0.0280762
13.389,-0.103149,-0.125122
13.3895,-0.111694,-0.105896
13.39,-0.116882,0.0140381
13.3905,-0.12146,0.138855
13.391,-0.126953,0.177917
13.3915,-0.120544,0.186157
13.392,-0.117493,0.197449
13.3925,-0.107117,0.222168
13.393,-0.0976563,0.246277
13.3935,-0.0888062,0.227661
13.394,-0.0759888,0.1297
13.3945,-0.062561,-0.0234985
13.395,-0.0473022,-0.288086
13.3955,-0.032959,-0.687256
13.396,-0.0210571,-0.666809
13.3965,-0.00793457,-0.430908
13.397,0.00305176,-0.25177
13.3975,0.0213623,-0.265198
13.398,0.0341797,-0.525818
13.3985,0.0421143,-0.566406
13.399,0.050354,-0.202942
13.3995,0.0524902,0.0436401
13.4,0.0488281,0.166016
13.4005,0.0427246,0.190735
13.401,0.0332642,0.1651
13.4015,0.0286865,0.170898
13.402,0.0259399,0.332642
13.4025,0.0167847,0.453796
13.403,0.0137329,0.351257
13.4035,0.0112915,0.228577
13.404,0.00701904,0.102234
13.4045,0.00610352,-0.0769043
13.405,0.00488281,-0.0418091
13.4055,0.000305176,0.119324
13.406,-0.00396729,0.100403
13.4065,-0.00793457,-0.0805664
13.407,-0.0112915,-0.105591
13.4075,-0.0152588,-0.0543213
13.408,-0.0189209,-0.0933838
13.4085,-0.020752,-0.153503
13.409,-0.0256348,-0.0701904
13.4095,-0.0299072,0.0561523
13.41,-0.0375366,0.115967
13.4105,-0.0448608,0.105286
13.411,-0.0497437,0.0360107
13.4115,-0.055542,-0.010376
13.412,-0.0610352,-0.0405884
13.4125,-0.0637817,-0.0576782
13.413,-0.0631714,-0.120544
13.4135,-0.0698853,-0.131836
13.414,-0.0552368,-0.0891113
13.4145,-0.043335,-0.0585938
13.415,-0.0338745,-0.0189209
13.4155,-0.0241089,0.0210571
