time,EMG1,EMG2
2.7115,0.00305176,0.00732422
2.712,0.0128174,0.0149536
2.7125,0.0164795,0.0274658
2.713,0.0112915,0.0332642
2.7135,0.00274658,0.0238037
2.714,0.00244141,0.0244141
2.7145,-0.00488281,0.0366211
2.715,-0.022583,0.0308228
2.7155,-0.0350952,0.0241089
2.716,-0.032959,0.0363159
2.7165,-0.020752,0.0512695
2.717,-0.0137329,0.0564575
2.7175,-0.0219727,0.0527954
2.718,-0.00610352,0.0473022
2.7185,0.03479,0.0521851
2.719,0.0622559,0.0714111
2.7195,0.0668335,0.0613403
2.72,0.0558472,0.00518799
2.7205,0.0552368,-0.110474
2.721,0.0674438,-0.310364
2.7215,0.071106,-0.460205
2.722,0.0497437,-0.300293
2.7225,0.0338745,-0.112915
2.723,0.0180054,-0.0534058
2.7235,-0.00244141,-0.0878906
2.724,-0.00152588,-0.0631714
2.7245,0.00640869,-0.00640869
2.725,0.0088501,0.0283813
2.7255,0.0106812,0.0170898
2.726,0.0152588,-0.06073
2.7265,0.00274658,-0.0564575
2.727,-0.00213623,0.0186157
2.7275,0.00732422,0.0640869
2.728,0.0177002,0.0674438
2.7285,0.000915527,0.071106
2.729,-0.0238037,0.0869751
2.7295,-0.0247192,0.107117
2.73,-0.0262451,0.117798
2.7305,-0.0384521,0.121765
2.731,-0.0387573,0.157776
2.7315,-0.0497437,0.174561
2.732,-0.0619507,0.176086
2.7325,-0.0250244,0.189819
2.733,0.0430298,0.185547
2.7335,0.0964355,0.167542
2.734,0.101318,0.190735
2.7345,0.101318,0.215149
2.735,0.0769043,0.187073
2.7355,0.0390625,0.132141
2.736,0.0012207,0.105286
2.7365,-0.0582886,0.127258
2.737,-0.126648,0.13855
2.7375,-0.18219,-0.00976563
2.738,-0.210266,-0.168152
2.7385,-0.187378,-0.137024
2.739,-0.109558,-0.256042
2.7395,-0.055542,-0.454712
2.74,-0.0128174,-0.764771
2.7405,0.0274658,-1.03729
2.741,0.071106,-0.661011
2.7415,0.0994873,-0.232544
2.742,0.133057,-0.134277
2.7425,0.154724,-0.0701904
2.743,0.144653,0.0384521
2.7435,0.119324,0.0915527
2.744,0.135803,0.0521851
2.7445,0.146484,0.038147
2.745,0.0967407,0.0939941
2.7455,0.0305176,0.0778198
2.746,-0.0250244,-0.0259399
2.7465,-0.038147,0.0326538
2.747,-0.0436401,0.285034
2.7475,-0.0442505,0.362549
2.748,-0.0384521,0.0808716
2.7485,-0.0299072,-0.0512695
2.749,-0.0253296,0.000610352
2.7495,-0.0363159,0.106201
2.75,-0.06073,0.203247
2.7505,-0.0665283,0.234985
2.751,-0.0610352,0.204773
2.7515,-0.0540161,0.159607
2.752,-0.0476074,0.0494385
2.7525,-0.0415039,-0.136108
2.753,-0.0350952,-0.26886
2.7535,-0.022583,-0.273132
2.754,-0.00976563,-0.193176
2.7545,0.00854492,-0.0738525
2.755,0.0375366,0.0427246
2.7555,0.0488281,0.133667
2.756,0.0439453,0.135193
2.7565,0.0314331,0.108643
2.757,0.015564,0.0860596
2.7575,-0.000610352,0.102234
2.758,-0.0106812,0.0958252
2.7585,-0.027771,0.0720215
2.759,-0.0369263,0.0408936
2.7595,-0.0363159,0.0164795
2.76,-0.0283813,0.0195313
2.7605,-0.0219727,0.0271606
2.761,-0.0152588,0.0537109
2.7615,-0.0198364,0.115356
2.762,-0.0390625,0.181885
2.7625,-0.0543213,0.259399
2.763,-0.0543213,0.280457
2.7635,-0.0546265,0.249634
2.764,-0.0460815,0.202637
2.7645,-0.0317383,0.18158
2.765,-0.0305176,0.179443
2.7655,-0.0241089,0.149841
2.766,0.00183105,0.148926
2.7665,0.0299072,0.050354
2.767,0.0616455,-0.273132
2.7675,0.0823975,-0.632019
2.768,0.0866699,-0.62439
2.7685,0.0650024,-0.45929
2.769,0.0405884,-0.343628
2.7695,0.0180054,-0.25238
2.77,-0.00213623,-0.227356
2.7705,-0.015564,-0.207825
2.771,-0.017395,-0.137939
2.7715,-0.0390625,-0.0463867
2.772,-0.0643921,-0.000610352
2.7725,-0.0640869,0.0271606
2.773,-0.0454712,0.0430298
2.7735,-0.0134277,0.0454712
2.774,0.00244141,0.0521851
2.7745,0.00396729,0.0784302
2.775,-0.0125122,0.110168
2.7755,-0.0299072,0.11322
2.776,-0.0726318,0.103455
2.7765,-0.0912476,0.085144
2.777,-0.0930786,0.0790405
2.7775,-0.0738525,0.0683594
2.778,-0.0454712,0.0646973
2.7785,-0.000305176,0.0149536
2.779,0.0549316,-0.164795
2.7795,0.100098,-0.204773
2.78,0.133972,-0.159912
2.7805,0.141296,-0.15564
2.781,0.15564,-0.088501
2.7815,0.198059,-0.0390625
2.782,0.192261,-0.0216675
2.7825,0.133667,0.00946045
2.783,0.0909424,0.0640869
2.7835,0.0326538,0.0976563
2.784,-0.0112915,0.17334
2.7845,-0.0256348,0.331116
2.785,-0.0274658,0.301514
2.7855,-0.0302124,0.154114
2.786,-0.0314331,0.0723267
2.7865,-0.0265503,0.0549316
2.787,-0.0320435,0.0497437
2.7875,-0.0512695,0.0402832
2.788,-0.0592041,0.0292969
2.7885,-0.0613403,0.015564
2.789,-0.0637817,0.00610352
2.7895,-0.071106,-0.0012207
2.79,-0.0933838,-0.00579834
2.7905,-0.107727,0.0146484
2.791,-0.0875854,0.0259399
2.7915,-0.0454712,0.00854492
2.792,-0.027771,0.072937
2.7925,-0.0186157,0.201111
2.793,-0.0143433,0.295105
2.7935,-0.0143433,0.32959
2.794,-0.00976563,0.325012
2.7945,0.010376,0.313721
2.795,0.0320435,0.284424
2.7955,0.0457764,0.257263
2.796,0.0488281,0.202332
2.7965,0.0427246,0.06073
2.797,0.0424194,-0.218201
2.7975,0.0466919,-0.498047
2.798,0.0442505,-0.593262
2.7985,0.0424194,-0.609131
2.799,0.0476074,-0.575256
2.7995,0.0335693,-0.660095
2.8,0.0341797,-0.587769
2.8005,0.0296021,-0.364075
2.801,0.027771,-0.241394
2.8015,0.020752,-0.345764
2.802,0.0128174,-0.335999
2.8025,-0.0128174,-0.146179
2.803,-0.0491333,-0.0088501
2.8035,-0.0769043,0.0656128
2.804,-0.0854492,0.106506
2.8045,-0.0891113,0.122375
2.805,-0.0747681,0.128479
2.8055,-0.0396729,0.135803
2.806,-0.0146484,0.145569
2.8065,-0.00610352,0.156555
2.807,-0.00549316,0.1651
2.8075,-0.0119019,0.15564
2.808,-0.0180054,0.147705
2.8085,-0.0183105,0.126343
2.809,-0.0228882,0.119019
2.8095,-0.0350952,0.124817
2.81,-0.039978,0.112305
2.8105,-0.0259399,0.0238037
2.811,0.010376,-0.00518799
2.8115,0.0518799,0.0445557
2.812,0.0799561,0.0827026
2.8125,0.108643,0.088501
2.813,0.129395,0.0860596
2.8135,0.129089,0.0970459
2.814,0.106201,0.101929
2.8145,0.0704956,0.109558
2.815,0.0375366,0.158081
2.8155,0.00274658,0.134277
2.816,-0.0231934,0.0314331
2.8165,-0.0204468,0.0234985
2.817,-0.0177002,0.0527954
2.8175,-0.0332642,0.0463867
2.818,-0.0646973,-0.0115967
2.8185,-0.0650024,-0.0253296
2.819,-0.0543213,-0.0238037
2.8195,-0.0299072,0.00549316
2.82,0.00610352,0.0216675
2.8205,0.00335693,0.0302124
2.821,-0.0128174,0.043335
2.8215,-0.0302124,0.0579834
2.822,-0.0387573,0.0180054
2.8225,-0.0378418,-0.0686646
2.823,-0.0195313,-0.0390625
2.8235,-0.0164795,0.0161743
2.824,-0.0216675,0.0219727
2.8245,-0.0177002,-0.0112915
2.825,-0.000915527,-0.0314331
2.8255,0.0222778,0.0088501
2.826,0.0308228,0.0134277
2.8265,0.0244141,-0.093689
2.827,0.0180054,-0.162048
2.8275,0.0387573,-0.122375
2.828,0.0842285,-0.0750732
2.8285,0.0924683,0.0149536
2.829,0.0875854,0.0952148
2.8295,0.0640869,0.0930786
2.83,0.027771,-0.110474
2.8305,0.0271606,-0.133972
2.831,0.0271606,0.133057
2.8315,0.0180054,0.201416
2.832,0.00854492,0.102844
2.8325,-0.00396729,-0.0213623
2.833,0.00305176,-0.276184
2.8335,0.0131226,-0.386658
2.834,0.0201416,-0.187073
2.8345,0.0216675,-0.100098
2.835,0.0088501,-0.134888
2.8355,-0.00549316,-0.0259399
2.836,-0.0424194,0.131531
2.8365,-0.0799561,0.157776
2.837,-0.0891113,0.0460815
2.8375,-0.0836182,-0.0314331
2.838,-0.067749,0.00793457
2.8385,-0.0564575,0.0714111
2.839,-0.0683594,0.0894165
2.8395,-0.0888062,0.0772095
2.84,-0.10376,0.0765991
2.8405,-0.098877,0.0534058
2.841,-0.0915527,-0.0366211
2.8415,-0.0836182,-0.116272
2.842,-0.0671387,-0.0241089
2.8425,-0.0512695,0.0741577
2.843,-0.0689697,0.0823975
2.8435,-0.0772095,-0.213013
2.844,-0.0665283,-0.217896
2.8445,-0.0418091,-0.0732422
2.845,-0.0012207,0.00823975
2.8455,0.0463867,0.0680542
2.846,0.088501,-0.0201416
2.8465,0.102844,-0.0830078
2.847,0.105896,-0.0756836
2.8475,0.117188,-0.0964355
2.848,0.133972,-0.0494385
2.8485,0.122375,-0.0186157
2.849,0.0799561,0.000915527
2.8495,0.0418091,0.0216675
2.85,0.0302124,0.0305176
2.8505,0.0491333,0.0485229
2.851,0.0436401,0.0817871
2.8515,0.0109863,0.0912476
2.852,-0.00274658,0.0585938
2.8525,0.0134277,0.0396729
2.853,0.0238037,0.0372314
2.8535,0.0186157,0.0518799
2.854,-0.00213623,0.0622559
2.8545,-0.0292969,0.0598145
2.855,-0.0411987,0.0534058
2.8555,-0.0357056,0.0454712
2.856,-0.0271606,0.0421143
2.8565,-0.0280762,0.0534058
2.857,-0.0302124,0.0619507
2.8575,-0.0286865,0.0473022
2.858,-0.0183105,0.0344849
2.8585,0.00213623,0.0292969
2.859,0.00610352,0.0201416
2.8595,0.00427246,-0.00152588
2.86,0.00732422,0.00823975
2.8605,0.00976563,-0.00427246
2.861,0.00183105,-0.039978
2.8615,-0.0109863,-0.0241089
2.862,-0.0109863,-0.0454712
2.8625,0.0112915,-0.0537109
2.863,0.0183105,-0.0640869
2.8635,0.00244141,-0.039978
2.864,-0.00793457,-0.0292969
2.8645,-0.0088501,-0.0320435
2.865,0.00396729,-0.0262451
2.8655,0.0134277,-0.0106812
2.866,0.015564,0.0109863
2.8665,0.000610352,0.0210571
2.867,-0.0158691,0.0262451
2.8675,-0.0326538,0.0228882
2.868,-0.0567627,0.043335
2.8685,-0.085144,0.0534058
2.869,-0.0756836,0.0601196
2.8695,-0.0506592,0.0604248
2.87,-0.0210571,0.0732422
2.8705,0.0192261,0.103455
2.871,0.0500488,0.144958
2.8715,0.0604248,0.130005
2.872,0.0518799,0.0488281
2.8725,0.0335693,0.0469971
2.873,0.0292969,0.0756836
2.8735,0.03479,0.062561
2.874,0.045166,0.00610352
2.8745,0.0680542,-0.0402832
2.875,0.0524902,-0.105591
2.8755,0.0231934,-0.106812
2.876,0.00610352,-0.126648
2.8765,-0.00244141,-0.238037
2.877,0.000915527,-0.356445
2.8775,0.0280762,-0.351868
2.878,0.0650024,-0.252075
2.8785,0.0891113,-0.168762
2.879,0.100403,-0.152588
2.8795,0.0881958,-0.115356
2.88,0.062561,-0.0662231
2.8805,0.0323486,-0.0234985
2.881,-0.00671387,0.0183105
2.8815,-0.03479,0.0454712
2.882,-0.0457764,0.0561523
2.8825,-0.0466919,0.0686646
2.883,-0.0637817,0.0820923
2.8835,-0.0900269,0.0915527
2.884,-0.0973511,0.113831
2.8845,-0.0875854,0.123596
2.885,-0.0762939,0.151672
2.8855,-0.0671387,0.210876
2.886,-0.0576782,0.226135
2.8865,-0.0506592,0.213318
2.887,-0.0643921,0.219727
2.8875,-0.090332,0.218506
2.888,-0.108643,0.19989
2.8885,-0.105286,0.185852
2.889,-0.0967407,0.14801
2.8895,-0.0839233,0.0439453
2.89,-0.0527954,0.00915527
2.8905,-0.0216675,-0.0128174
2.891,0.00335693,0.0350952
2.8915,0.0317383,0.0259399
2.892,0.0509644,-0.137939
2.8925,0.0564575,-0.23407
2.893,0.0622559,-0.174866
2.8935,0.062561,-0.0494385
2.894,0.067749,0.0192261
2.8945,0.0534058,-0.0567627
2.895,0.0234985,-0.147705
2.8955,0.0012207,-0.186462
2.896,-0.00488281,-0.389404
2.8965,0.055542,-0.628052
2.897,0.114441,-0.657654
2.8975,0.118408,-0.341187
2.898,0.117188,-0.0949097
2.8985,0.127258,-0.0457764
2.899,0.125427,0.0338745
2.8995,0.119019,0.0888062
2.9,0.0894165,0.088501
2.9005,0.0518799,0.0888062
2.901,0.043335,0.093689
2.9015,0.0476074,0.100708
2.902,0.0363159,0.105286
2.9025,0.00518799,0.108643
2.903,-0.0183105,0.110168
2.9035,-0.0344849,0.111694
2.904,-0.0463867,0.108948
2.9045,-0.0289917,0.108032
2.905,-0.0164795,0.122375
2.9055,-0.0213623,0.126648
2.906,-0.0305176,0.101318
2.9065,-0.0442505,0.0775146
2.907,-0.0726318,0.067749
2.9075,-0.113831,0.0717163
2.908,-0.118103,0.114441
2.9085,-0.0949097,0.140381
2.909,-0.0762939,0.136108
2.9095,-0.0427246,0.1474
2.91,0.0140381,0.101624
2.9105,0.0375366,0.000305176
2.911,0.0244141,-0.105591
2.9115,-0.0128174,-0.136719
2.912,-0.0485229,0.0497437
2.9125,-0.0604248,0.188293
2.913,-0.0701904,0.13092
2.9135,-0.0653076,0.0604248
2.914,-0.0445557,0.0540161
2.9145,-0.0238037,0.0500488
2.915,0.0228882,-0.0558472
2.9155,0.0738525,-0.184326
2.916,0.072937,-0.160828
2.9165,0.067749,-0.085144
2.917,0.0790405,-0.00823975
2.9175,0.0656128,0.0238037
2.918,0.0299072,0.0396729
2.9185,-0.00915527,0.0375366
2.919,-0.0363159,-0.0253296
2.9195,-0.0363159,-0.14679
2.92,-0.0372314,-0.255432
2.9205,-0.0460815,-0.26062
2.921,-0.0561523,-0.194702
2.9215,-0.0558472,-0.133057
2.922,-0.0183105,-0.0527954
2.9225,0.0183105,0.0112915
2.923,0.03479,0.0378418
2.9235,0.0210571,0.0592041
2.924,-0.022583,0.0827026
2.9245,-0.065918,0.0857544
2.925,-0.0823975,0.0527954
2.9255,-0.0823975,0.00366211
2.926,-0.0769043,-0.0350952
2.9265,-0.0680542,-0.0186157
2.927,-0.0491333,0.0253296
2.9275,-0.0244141,0.0436401
2.928,0.000610352,0.0344849
2.9285,0.00518799,0.0323486
2.929,0.0,0.0488281
2.9295,0.00610352,0.0384521
2.93,0.010376,0.0476074
2.9305,0.0256348,0.078125
2.931,0.0271606,0.0921631
2.9315,0.0177002,0.0967407
2.932,0.0137329,0.0970459
2.9325,0.0286865,0.0949097
2.933,0.0405884,0.0360107
2.9335,0.0476074,0.0231934
2.934,0.0582886,-0.0668335
2.9345,0.0650024,-0.164795
2.935,0.0732422,-0.163574
2.9355,0.0796509,-0.0473022
2.936,0.0628662,0.00610352
2.9365,0.0396729,-0.0112915
2.937,0.0253296,0.0
2.9375,0.0234985,-0.0186157
2.938,0.0158691,-0.0985718
2.9385,-0.000305176,-0.0927734
2.939,-0.0271606,-0.0363159
2.9395,-0.0439453,-0.0338745
2.94,-0.0317383,0.0115967
2.9405,-0.0143433,0.0814819
2.941,-0.0305176,-0.0512695
2.9415,-0.0576782,-0.126953
2.942,-0.0579834,-0.0765991
2.9425,-0.0439453,0.0448608
2.943,-0.0396729,0.127869
2.9435,-0.0360107,0.13855
2.944,-0.0234985,0.093689
2.9445,-0.000610352,0.0418091
2.945,0.0228882,0.0500488
2.9455,0.0408936,-0.062561
2.946,0.0534058,-0.209045
2.9465,0.0512695,-0.133667
2.947,0.0469971,-0.0247192
2.9475,0.0518799,0.0305176
2.948,0.0686646,0.0314331
2.9485,0.0738525,-0.0268555
2.949,0.0619507,-0.00457764
2.9495,0.0469971,0.0500488
2.95,0.0189209,0.0762939
2.9505,0.00244141,0.0820923
2.951,-0.000305176,0.0616455
2.9515,-0.0149536,0.0430298
2.952,-0.0396729,0.0473022
2.9525,-0.0927734,0.0552368
2.953,-0.157166,0.0842285
2.9535,-0.175171,0.114441
2.954,-0.136108,0.166016
2.9545,-0.0888062,0.114746
2.955,-0.0466919,0.0961304
2.9555,-0.0286865,0.0982666
2.956,-0.0180054,0.0704956
2.9565,-0.00823975,0.0497437
2.957,-0.00244141,0.0415039
2.9575,-0.00762939,0.0149536
2.958,-0.020752,-0.0634766
2.9585,-0.0100708,-0.171509
2.959,0.000915527,-0.24353
2.9595,0.0189209,-0.367737
2.96,0.0476074,-0.473328
2.9605,0.0857544,-0.42511
2.961,0.144958,-0.22644
2.9615,0.214844,-0.062561
2.962,0.240784,-0.00427246
2.9625,0.22522,0.0695801
2.963,0.190125,0.12207
2.9635,0.135498,0.168762
2.964,0.102844,0.186462
2.9645,0.0662231,0.19989
2.965,0.0344849,0.201111
2.9655,0.0244141,0.206909
2.966,0.020752,0.198364
2.9665,0.00762939,0.190125
2.967,-0.032959,0.255737
2.9675,-0.078125,0.288086
2.968,-0.0891113,0.250244
2.9685,-0.0689697,0.157471
2.969,-0.0491333,-0.0326538
2.9695,-0.0482178,-0.404053
2.97,-0.0506592,-0.506287
2.9705,-0.0466919,-0.317688
2.971,-0.0540161,-0.265198
2.9715,-0.0744629,-0.289307
2.972,-0.0924683,-0.480347
2.9725,-0.117188,-0.502625
2.973,-0.119629,-0.298767
2.9735,-0.117798,-0.0601196
2.974,-0.123901,0.038147
2.9745,-0.115051,0.0466919
2.975,-0.106506,0.0271606
2.9755,-0.0823975,0.00610352
2.976,-0.0460815,0.00946045
2.9765,-0.00946045,0.0393677
2.977,0.0265503,0.0790405
2.9775,0.0613403,0.132751
2.978,0.0823975,0.174255
2.9785,0.0897217,0.115967
2.979,0.0979614,0.0891113
2.9795,0.10437,0.158997
2.98,0.0933838,0.329895
2.9805,0.0698853,0.275879
2.981,0.0436401,0.132141
2.9815,0.017395,0.161133
2.982,-0.010376,0.238342
2.9825,-0.0292969,0.10498
2.983,-0.0479126,-0.0292969
2.9835,-0.0680542,0.00274658
2.984,-0.0790405,-0.000610352
2.9845,-0.0738525,0.0427246
2.985,-0.0775146,0.0674438
2.9855,-0.0708008,0.0735474
2.986,-0.0476074,0.0878906
2.9865,-0.0280762,-0.0823975
2.987,-0.00610352,-0.249023
2.9875,0.0131226,-0.177917
2.988,0.0302124,-0.0491333
2.9885,0.0326538,0.0369263
2.989,0.0378418,0.0613403
2.9895,0.0485229,0.0619507
2.99,0.0537109,0.0656128
2.9905,0.0497437,0.0585938
2.991,0.0390625,0.0396729
2.9915,0.0186157,0.0262451
2.992,0.00671387,-0.00549316
2.9925,-0.0134277,-0.0109863
2.993,-0.0622559,0.0189209
2.9935,-0.127563,0.0292969
2.994,-0.170593,-0.000305176
2.9945,-0.166626,-0.101013
2.995,-0.129089,-0.179749
2.9955,-0.0949097,-0.0735474
2.996,-0.0799561,-0.000915527
2.9965,-0.0567627,-0.0784302
2.997,-0.0265503,-0.09552
2.9975,0.010376,-0.156555
2.998,0.0296021,-0.299988
2.9985,0.0308228,-0.231934
2.999,0.0256348,-0.0952148
2.9995,0.020752,-0.0177002
3.0,0.0152588,0.03479
3.0005,0.0335693,0.0558472
3.001,0.0787354,0.0613403
3.0015,0.116272,0.0842285
3.002,0.174561,0.112305
3.0025,0.24353,0.144958
3.003,0.302429,0.114441
3.0035,0.318909,0.0424194
3.004,0.24292,-0.0131226
3.0045,0.15625,-0.0137329
3.005,0.0869751,-0.00579834
3.0055,0.0314331,0.000610352
3.006,-0.00793457,0.000305176
3.0065,-0.0311279,-0.0411987
3.007,-0.0448608,-0.0967407
3.0075,-0.0546265,-0.0405884
3.008,-0.0753784,0.0106812
3.0085,-0.0823975,-0.133667
3.009,-0.0741577,-0.158691
3.0095,-0.0622559,-0.000610352
3.01,-0.0485229,0.22522
3.0105,-0.0280762,0.282288
3.011,-0.0164795,0.159607
3.0115,-0.0106812,0.0747681
3.012,-0.0189209,0.0314331
3.0125,-0.0268555,0.017395
3.013,-0.0332642,0.00762939
3.0135,-0.0387573,0.00762939
3.014,-0.0442505,0.00549316
3.0145,-0.0494385,0.00427246
3.015,-0.0460815,0.00457764
3.0155,-0.0405884,0.0259399
3.016,-0.0402832,0.0582886
3.0165,-0.0421143,0.0747681
3.017,-0.0332642,0.0769043
3.0175,-0.0213623,0.0775146
3.018,-0.0436401,0.0848389
3.0185,-0.093689,0.0866699
3.019,-0.111389,0.0775146
3.0195,-0.118103,0.0714111
3.02,-0.101624,0.102844
3.0205,-0.0686646,0.153809
3.021,-0.0286865,0.145264
3.0215,0.0222778,0.0872803
3.022,0.06073,0.0912476
3.0225,0.0683594,0.0250244
3.023,0.0646973,-0.130615
3.0235,0.0534058,-0.0765991
3.024,0.0439453,0.00976563
3.0245,0.0387573,0.0512695
3.025,0.0442505,0.0598145
3.0255,0.0540161,0.00549316
3.026,0.0497437,-0.299072
3.0265,0.0204468,-0.622253
3.027,-0.0183105,-0.655518
3.0275,-0.0244141,-0.466003
3.028,-0.0115967,-0.307617
3.0285,0.00152588,-0.259705
3.029,0.0289917,-0.20874
3.0295,0.0439453,-0.121765
3.03,0.0393677,-0.0839233
3.0305,0.0238037,-0.0418091
3.031,0.0149536,0.0158691
3.0315,0.0204468,0.0454712
3.032,0.0195313,0.098877
3.0325,0.00823975,0.0476074
3.033,0.00793457,-0.0595093
3.0335,0.00640869,0.0497437
3.034,0.0119019,0.157166
3.0345,0.00305176,0.177612
3.035,-0.010376,0.166321
3.0355,-0.0256348,0.119629
3.036,-0.038147,0.0762939
3.0365,-0.083313,0.0991821
3.037,-0.13855,0.126953
3.0375,-0.154419,-0.0421143
3.038,-0.128174,-0.107117
3.0385,-0.108032,0.00915527
3.039,-0.107727,0.107727
3.0395,-0.0808716,0.0906372
3.04,-0.00946045,0.0991821
3.0405,0.0427246,0.137329
3.041,0.083313,0.202637
3.0415,0.133057,0.204163
3.042,0.149536,0.127258
3.0425,0.13092,0.017395
3.043,0.0692749,0.0482178
3.0435,-0.0125122,0.0860596
3.044,-0.0515747,-0.0354004
3.0445,-0.0454712,-0.0604248
3.045,-0.0149536,0.0427246
3.0455,0.00762939,0.0811768
3.046,0.0167847,0.0805664
3.0465,0.0735474,0.0854492
3.047,0.143738,-0.0619507
3.0475,0.154114,-0.263672
3.048,0.118713,-0.236816
3.0485,0.0521851,-0.132751
3.049,-0.00854492,0.078125
3.0495,-0.0390625,0.115356
3.05,-0.0500488,0.0408936
3.0505,-0.0500488,-0.0439453
3.051,-0.0411987,-0.0753784
3.0515,-0.017395,-0.0317383
3.052,-0.00579834,0.0411987
3.0525,-0.00427246,0.0747681
3.053,0.0134277,0.0454712
3.0535,0.0296021,-0.0610352
3.054,0.0354004,-0.132141
3.0545,0.0344849,-0.0747681
3.055,0.0311279,0.0286865
3.0555,0.0332642,0.0921631
3.056,0.0360107,0.0946045
3.0565,-0.0012207,0.0418091
3.057,-0.0323486,-0.0268555
3.0575,-0.0497437,-0.0283813
3.058,-0.0732422,0.0228882
3.0585,-0.0961304,0.0115967
3.059,-0.101624,-0.00946045
3.0595,-0.088501,-0.0534058
3.06,-0.065918,-0.062561
3.0605,-0.0408936,-0.0958252
3.061,-0.015564,-0.106812
3.0615,0.00854492,-0.0796509
3.062,0.0222778,-0.0177002
3.0625,0.0152588,0.205383
3.063,-0.0100708,0.407104
3.0635,-0.0286865,0.137024
3.064,-0.0228882,-0.287476
3.0645,-0.00549316,-0.343933
3.065,0.0137329,-0.30365
3.0655,0.0195313,-0.227051
3.066,0.0372314,-0.103455
3.0665,0.0567627,-0.00701904
3.067,0.0579834,0.0628662
3.0675,0.0524902,0.135803
3.068,0.0524902,0.176697
3.0685,0.0390625,0.175171
3.069,0.0222778,0.158997
3.0695,0.00701904,0.155029
3.07,-0.0149536,0.145569
3.0705,-0.0274658,0.120544
3.071,-0.0271606,0.105896
3.0715,-0.0222778,0.107117
3.072,-0.0314331,0.0869751
3.0725,-0.043335,-0.043335
3.073,-0.0750732,-0.196533
3.0735,-0.106201,-0.384216
3.074,-0.104065,-0.496216
3.0745,-0.0772095,-0.321655
3.075,-0.0421143,-0.133972
3.0755,-0.0305176,-0.0466919
3.076,-0.045166,0.00152588
3.0765,-0.038147,0.0415039
3.077,0.0146484,0.0915527
3.0775,0.0601196,0.110779
3.078,0.0775146,0.100708
3.0785,0.071106,0.109253
3.079,0.0595093,0.112305
3.0795,0.06073,0.098877
3.08,0.0570679,0.0949097
3.0805,0.0457764,0.104675
3.081,0.0335693,0.123901
3.0815,0.0323486,0.12146
3.082,0.0274658,0.122986
3.0825,0.0137329,0.141907
3.083,-0.00457764,0.148315
3.0835,-0.000610352,0.0375366
3.084,-0.00579834,-0.115967
3.0845,-0.0512695,-0.0546265
3.085,-0.098877,0.0241089
3.0855,-0.0750732,0.0265503
3.086,-0.00366211,-0.00274658
3.0865,0.0689697,-0.0436401
3.087,0.102234,-0.0704956
3.0875,0.107117,-0.100403
3.088,0.0741577,-0.0970459
3.0885,0.0115967,-0.0219727
3.089,-0.0405884,0.0265503
3.0895,-0.0692749,0.0488281
3.09,-0.0680542,0.0262451
3.0905,-0.0585938,0.0137329
3.091,-0.0466919,-0.00366211
3.0915,-0.022583,-0.055542
3.092,-0.015564,0.0186157
3.0925,-0.0189209,0.0418091
3.093,-0.015564,-0.140076
3.0935,0.00305176,-0.245972
3.094,0.0106812,-0.136108
3.0945,0.00762939,-0.0753784
3.095,-0.00457764,-0.0314331
3.0955,-0.0210571,0.0244141
3.096,-0.0326538,0.104065
3.0965,-0.0247192,0.169067
3.097,-0.03479,0.1828
3.0975,-0.0283813,0.032959
3.098,0.00579834,-0.137329
3.0985,0.0241089,-0.152893
3.099,0.0253296,-0.0744629
3.0995,0.0146484,0.0421143
3.1,0.0363159,0.105591
3.1005,0.0460815,0.0915527
3.101,0.0326538,0.065918
3.1015,0.0201416,0.0308228
3.102,0.00823975,-0.0888062
3.1025,-0.000915527,-0.294189
3.103,-0.0201416,-0.353699
3.1035,-0.0463867,-0.249939
3.104,-0.0793457,-0.100098
3.1045,-0.0817871,-0.0326538
3.105,-0.0408936,-0.0360107
3.1055,0.0186157,0.0393677
3.106,0.0442505,0.171204
3.1065,0.0460815,0.203857
3.107,0.0570679,0.237122
3.1075,0.0457764,0.28717
3.108,0.0439453,0.308838
3.1085,0.0506592,0.238953
3.109,0.0714111,0.137634
3.1095,0.0900269,0.0595093
3.11,0.0933838,-0.0778198
3.1105,0.0759888,-0.198975
3.111,0.0460815,-0.139465
3.1115,0.000305176,0.0158691
3.112,-0.0561523,0.138855
3.1125,-0.107117,0.088501
3.113,-0.142212,0.0292969
3.1135,-0.147095,0.132446
3.114,-0.135193,0.195923
3.1145,-0.10498,0.202026
3.115,-0.0445557,0.135193
3.1155,-0.00976563,0.0448608
3.116,0.000915527,-0.0534058
3.1165,0.0247192,-0.0549316
3.117,0.0643921,-0.140076
3.1175,0.118103,-0.427246
3.118,0.145569,-0.500488
3.1185,0.132446,-0.497131
3.119,0.11322,-0.55603
3.1195,0.120544,-0.461121
3.12,0.150452,-0.341187
3.1205,0.15686,-0.213013
3.121,0.108643,-0.118713
3.1215,0.027771,0.00183105
3.122,-0.020752,0.25116
3.1225,-0.0314331,0.290833
3.123,-0.0250244,0.18158
3.1235,-0.0219727,0.0942993
3.124,-0.0177002,0.0622559
3.1245,-0.0119019,0.0830078
3.125,-0.0137329,0.112305
3.1255,-0.027771,0.122681
3.126,-0.0424194,0.122986
3.1265,-0.0689697,0.132751
3.127,-0.0958252,0.202026
3.1275,-0.114746,0.292053
3.128,-0.13092,0.30426
3.1285,-0.133362,0.28717
3.129,-0.114746,0.232544
3.1295,-0.0857544,0.1828
